person_age,person_income,person_emp_exp,loan_amnt,loan_int_rate,credit_score,loan_percent_income,person_home_ownership,loan_intent,previous_loan_defaults_on_file,loan_status
58.0,3784183.0,20,2924999,19.31,872.0,0.773,OTHER,DEBTCONSOLIDATION,N,1
53.0,1837023.0,8,1525445,14.11,369.0,0.8304,OTHER,MEDICAL,N,1
57.0,2778973.0,16,3137510,13.49,746.0,1.129,MORTGAGE,VENTURE,Y,1
47.0,2196719.0,20,4199434,8.67,746.0,1.9117,RENT,DEBTCONSOLIDATION,N,1
53.0,4021240.0,30,3227623,15.91,556.0,0.8026,MORTGAGE,VENTURE,N,0
24.0,4062669.0,38,3624773,15.75,830.0,0.8922,MORTGAGE,EDUCATION,N,1
42.0,1576548.0,21,1117226,14.96,418.0,0.7087,MORTGAGE,HOMEIMPROVEMENT,Y,0
22.0,4141818.0,11,4132213,19.59,365.0,0.9977,MORTGAGE,DEBTCONSOLIDATION,N,0
30.0,3929044.0,5,1526660,21.15,544.0,0.3886,MORTGAGE,DEBTCONSOLIDATION,N,0
25.0,2174611.0,15,1059191,19.76,356.0,0.4871,OTHER,PERSONAL,N,0
30.0,400231.0,25,710972,9.45,343.0,1.7764,MORTGAGE,VENTURE,N,0
53.0,1211516.0,4,2971521,17.58,823.0,2.4527,RENT,MEDICAL,N,1
58.0,4724475.0,8,4203110,8.37,723.0,0.8896,OWN,PERSONAL,N,1
33.0,4885524.0,39,3927342,18.81,835.0,0.8039,MORTGAGE,EDUCATION,N,1
51.0,3522105.0,13,532915,13.49,694.0,0.1513,RENT,PERSONAL,N,1
56.0,1128935.0,29,3459808,9.25,749.0,3.0647,OWN,PERSONAL,N,1
44.0,1180451.0,25,2477108,21.65,556.0,2.0984,RENT,HOMEIMPROVEMENT,N,0
35.0,2280118.0,28,3761798,17.44,660.0,1.6498,OTHER,HOMEIMPROVEMENT,N,1
49.0,570993.0,18,18109,13.03,679.0,0.0317,OTHER,PERSONAL,N,1
28.0,3551461.0,7,2130910,7.52,742.0,0.6,OWN,HOMEIMPROVEMENT,N,1
25.0,2410791.0,22,4948291,16.13,833.0,2.0526,OWN,HOMEIMPROVEMENT,N,1
49.0,396331.0,34,4741909,22.69,773.0,11.9645,OWN,PERSONAL,N,1
24.0,3181830.0,30,4155530,17.14,456.0,1.306,OTHER,VENTURE,N,0
32.0,4534575.0,34,210073,23.52,388.0,0.0463,OTHER,HOMEIMPROVEMENT,N,1
22.0,4751318.0,31,1572485,9.32,501.0,0.331,RENT,PERSONAL,N,1
47.0,4230790.0,4,3076079,16.66,761.0,0.7271,OTHER,VENTURE,Y,0
51.0,2946749.0,15,1084198,20.57,780.0,0.3679,OWN,DEBTCONSOLIDATION,Y,0
56.0,4016585.0,16,2616063,15.93,856.0,0.6513,MORTGAGE,HOMEIMPROVEMENT,N,1
56.0,2902690.0,31,541088,8.55,753.0,0.1864,MORTGAGE,PERSONAL,N,1
46.0,1153510.0,37,1828733,16.91,769.0,1.5854,OWN,HOMEIMPROVEMENT,N,1
63.0,4361422.0,31,4437563,17.4,679.0,1.0175,OTHER,VENTURE,N,1
47.0,1221192.0,19,4144286,19.39,700.0,3.3936,OWN,PERSONAL,N,1
25.0,3565473.0,1,1668027,19.94,378.0,0.4678,OTHER,VENTURE,Y,0
40.0,2010371.0,19,3840457,20.1,850.0,1.9103,MORTGAGE,DEBTCONSOLIDATION,Y,0
31.0,4347099.0,17,1810917,18.28,685.0,0.4166,RENT,MEDICAL,N,1
30.0,3660764.0,0,288833,10.67,642.0,0.0789,OTHER,EDUCATION,N,1
60.0,1721480.0,28,877891,13.87,744.0,0.51,RENT,MEDICAL,Y,1
58.0,3560956.0,28,2145621,20.19,351.0,0.6025,MORTGAGE,HOMEIMPROVEMENT,N,0
26.0,2080873.0,18,3644883,23.21,550.0,1.7516,RENT,VENTURE,N,0
28.0,3765590.0,39,3410633,8.34,628.0,0.9057,RENT,PERSONAL,N,1
43.0,2510901.0,5,3931046,16.1,793.0,1.5656,OWN,VENTURE,N,1
46.0,3339858.0,38,1118597,12.31,649.0,0.3349,RENT,HOMEIMPROVEMENT,Y,0
63.0,3102053.0,7,1540732,10.83,758.0,0.4967,MORTGAGE,PERSONAL,N,1
32.0,3441987.0,23,478735,15.6,797.0,0.1391,OTHER,MEDICAL,N,1
46.0,4763311.0,19,1607506,17.3,424.0,0.3375,RENT,VENTURE,N,0
33.0,4567338.0,13,1399723,7.17,503.0,0.3065,OTHER,EDUCATION,N,0
60.0,4253099.0,4,3803730,20.26,320.0,0.8943,OWN,DEBTCONSOLIDATION,N,0
38.0,940671.0,39,2631645,20.94,889.0,2.7976,MORTGAGE,DEBTCONSOLIDATION,Y,0
45.0,4657863.0,33,889377,23.41,862.0,0.1909,MORTGAGE,HOMEIMPROVEMENT,N,1
53.0,4413272.0,15,3168170,10.07,661.0,0.7179,OTHER,HOMEIMPROVEMENT,N,1
60.0,4838195.0,6,4033986,17.11,660.0,0.8338,MORTGAGE,VENTURE,N,1
63.0,734718.0,15,2093913,14.25,415.0,2.85,OWN,MEDICAL,N,1
32.0,2344358.0,6,2034131,12.69,354.0,0.8677,OTHER,MEDICAL,N,0
64.0,1958566.0,26,4908994,16.62,591.0,2.5064,MORTGAGE,EDUCATION,N,1
,2654973.0,13,2194239,20.3,350.0,0.8265,OWN,EDUCATION,N,0
24.0,4202579.0,13,4941696,7.39,553.0,1.1759,OWN,VENTURE,N,0
25.0,919565.0,32,2141723,23.48,791.0,2.3291,RENT,PERSONAL,N,1
57.0,3846944.0,32,4427327,20.77,872.0,1.1509,MORTGAGE,MEDICAL,N,1
28.0,4034175.0,19,1938288,19.77,524.0,0.4805,OTHER,PERSONAL,N,1
62.0,2267191.0,35,2676478,19.93,768.0,1.1805,RENT,PERSONAL,N,1
48.0,1759425.0,6,2075926,13.61,402.0,1.1799,OTHER,VENTURE,Y,0
51.0,2453707.0,31,743442,19.78,347.0,0.303,RENT,EDUCATION,N,0
29.0,1689663.0,2,3223418,13.58,641.0,1.9077,OWN,PERSONAL,N,0
49.0,1148899.0,38,1001806,22.28,532.0,0.872,RENT,VENTURE,N,0
34.0,2248729.0,28,3691246,10.01,881.0,1.6415,RENT,EDUCATION,N,1
60.0,4452096.0,23,1911766,11.97,858.0,0.4294,RENT,PERSONAL,N,1
61.0,1970844.0,21,371949,16.37,527.0,0.1887,MORTGAGE,PERSONAL,N,1
42.0,1101302.0,5,2962694,12.43,821.0,2.6902,RENT,EDUCATION,N,1
31.0,4355089.0,23,1135269,14.21,891.0,0.2607,OWN,DEBTCONSOLIDATION,Y,1
43.0,1270803.0,39,3699591,15.37,312.0,2.9112,OTHER,EDUCATION,N,0
21.0,1055112.0,22,2409540,21.56,798.0,2.2837,MORTGAGE,HOMEIMPROVEMENT,N,1
57.0,3885447.0,37,1335682,15.89,744.0,0.3438,OWN,HOMEIMPROVEMENT,N,1
41.0,4014860.0,9,4436202,13.16,639.0,1.1049,MORTGAGE,VENTURE,N,0
46.0,300653.0,15,1148964,11.21,623.0,3.8216,OTHER,VENTURE,N,1
56.0,4607910.0,10,4183610,13.95,895.0,0.9079,OTHER,MEDICAL,Y,0
43.0,2638144.0,31,87332,15.77,897.0,0.0331,OTHER,HOMEIMPROVEMENT,N,1
21.0,3633978.0,5,4097682,19.68,,1.1276,MORTGAGE,EDUCATION,N,0
60.0,3606537.0,23,2076462,9.06,874.0,0.5757,MORTGAGE,HOMEIMPROVEMENT,Y,0
35.0,3638882.0,32,4913158,10.77,730.0,1.3502,OTHER,DEBTCONSOLIDATION,N,1
41.0,536213.0,11,4855640,13.45,854.0,9.0554,OTHER,VENTURE,N,1
29.0,2646589.0,26,796360,13.13,706.0,0.3009,OWN,DEBTCONSOLIDATION,N,1
29.0,566690.0,37,355184,13.66,457.0,0.6268,OTHER,VENTURE,N,1
30.0,1313951.0,17,4889705,20.49,484.0,3.7214,RENT,DEBTCONSOLIDATION,Y,0
46.0,3146244.0,38,2904299,12.51,790.0,0.9231,MORTGAGE,VENTURE,N,1
61.0,4496421.0,12,3550852,15.53,835.0,0.7897,OWN,EDUCATION,N,1
55.0,1027751.0,39,914640,17.61,656.0,0.8899,MORTGAGE,DEBTCONSOLIDATION,N,1
45.0,1072426.0,29,4372451,10.95,661.0,4.0772,OTHER,PERSONAL,N,1
46.0,828066.0,12,1254235,19.22,523.0,1.5147,RENT,VENTURE,N,1
31.0,2027779.0,33,780545,16.3,503.0,0.3849,OTHER,HOMEIMPROVEMENT,N,1
,1775199.0,35,4380529,14.6,,2.4676,MORTGAGE,PERSONAL,N,1
22.0,1951951.0,29,1045992,20.77,771.0,0.5359,OWN,HOMEIMPROVEMENT,N,1
27.0,202949.0,24,1212203,11.14,471.0,5.9729,MORTGAGE,VENTURE,N,1
38.0,4808234.0,1,2831505,22.01,395.0,0.5889,OWN,EDUCATION,N,0
47.0,2342710.0,35,3222414,16.54,605.0,1.3755,RENT,PERSONAL,N,0
54.0,3704184.0,17,566552,,557.0,0.1529,OTHER,PERSONAL,Y,0
47.0,1159260.0,4,1295406,21.88,773.0,1.1174,OTHER,VENTURE,N,1
37.0,939148.0,18,4645073,20.9,599.0,4.9461,RENT,DEBTCONSOLIDATION,N,0
63.0,1665509.0,17,2292583,17.23,764.0,1.3765,MORTGAGE,VENTURE,N,1
64.0,1703091.0,31,906317,19.8,627.0,0.5322,RENT,VENTURE,N,1
44.0,3971301.0,20,1812258,14.37,409.0,0.4563,OTHER,MEDICAL,N,1
45.0,2319068.0,9,1199456,,428.0,0.5172,OWN,EDUCATION,N,0
27.0,4017239.0,36,4843264,8.06,436.0,1.2056,OTHER,DEBTCONSOLIDATION,N,1
26.0,1458166.0,21,310489,8.53,838.0,0.2129,MORTGAGE,EDUCATION,N,1
44.0,3019530.0,12,1116331,21.1,,0.3697,OWN,VENTURE,N,1
53.0,2245104.0,16,2961791,8.01,648.0,1.3192,MORTGAGE,MEDICAL,N,1
49.0,3870922.0,8,184811,9.88,762.0,0.0477,OTHER,VENTURE,N,1
63.0,4082623.0,23,3371344,20.53,803.0,0.8258,OTHER,VENTURE,N,1
42.0,1273270.0,13,4095115,7.02,450.0,3.2162,OWN,EDUCATION,N,1
46.0,2661019.0,7,2992402,11.8,545.0,1.1245,MORTGAGE,MEDICAL,N,1
48.0,1480728.0,36,2467806,16.93,409.0,1.6666,OWN,EDUCATION,N,0
41.0,1179242.0,18,2777892,17.12,884.0,2.3557,OWN,VENTURE,N,1
27.0,2317626.0,27,638937,20.21,574.0,0.2757,MORTGAGE,HOMEIMPROVEMENT,N,0
37.0,3858201.0,29,585607,15.6,366.0,0.1518,OWN,PERSONAL,Y,0
40.0,500068.0,6,1760664,15.66,349.0,3.5208,RENT,DEBTCONSOLIDATION,N,0
61.0,3574638.0,25,2524731,19.33,814.0,0.7063,OWN,VENTURE,N,1
40.0,2888384.0,39,1146422,15.48,525.0,0.3969,OTHER,DEBTCONSOLIDATION,N,0
42.0,554911.0,10,2277524,17.34,877.0,4.1043,MORTGAGE,MEDICAL,N,1
48.0,2658164.0,13,4259112,22.26,805.0,1.6023,OTHER,HOMEIMPROVEMENT,N,1
60.0,3469343.0,20,933447,13.82,454.0,0.2691,RENT,DEBTCONSOLIDATION,N,1
27.0,3793394.0,7,2674056,13.55,779.0,0.7049,RENT,DEBTCONSOLIDATION,N,1
21.0,1887075.0,2,4963407,7.06,410.0,2.6302,OWN,MEDICAL,Y,0
52.0,1319070.0,27,66152,17.43,,0.0502,OTHER,VENTURE,N,1
33.0,4287075.0,28,52351,7.51,573.0,0.0122,OWN,VENTURE,N,1
50.0,321277.0,22,3661659,15.57,454.0,11.3972,OWN,PERSONAL,N,0
43.0,4836270.0,17,237977,20.67,466.0,0.0492,OTHER,MEDICAL,N,1
39.0,2543455.0,34,4264920,16.35,318.0,1.6768,RENT,HOMEIMPROVEMENT,N,0
52.0,1511212.0,12,4113386,11.58,644.0,2.7219,RENT,PERSONAL,N,1
50.0,1753344.0,11,3650379,20.36,868.0,2.082,RENT,MEDICAL,N,1
49.0,3423751.0,4,3801838,11.59,593.0,1.1104,MORTGAGE,VENTURE,N,1
49.0,2619491.0,38,3961210,19.46,761.0,1.5122,MORTGAGE,PERSONAL,N,1
50.0,3072321.0,10,2390421,,637.0,0.7781,OWN,VENTURE,N,0
36.0,1531710.0,10,2594462,9.89,751.0,1.6938,MORTGAGE,EDUCATION,N,1
60.0,2741822.0,30,4617916,22.39,643.0,1.6843,MORTGAGE,EDUCATION,N,0
39.0,2207797.0,30,2461957,,384.0,1.1151,OTHER,PERSONAL,N,0
38.0,951818.0,12,2888596,23.82,688.0,3.0348,OWN,PERSONAL,Y,0
21.0,2368787.0,13,2624093,7.12,526.0,1.1078,OWN,MEDICAL,N,1
34.0,2945766.0,24,622404,11.48,,0.2113,OTHER,HOMEIMPROVEMENT,N,1
22.0,4565239.0,32,129233,10.4,583.0,0.0283,RENT,HOMEIMPROVEMENT,N,1
48.0,3349362.0,32,2015053,7.24,408.0,0.6016,OTHER,EDUCATION,Y,0
50.0,3251373.0,14,3572518,19.45,434.0,1.0988,RENT,EDUCATION,N,0
58.0,2950174.0,15,4072003,18.79,590.0,1.3803,OWN,EDUCATION,Y,0
24.0,1023420.0,37,23869,20.47,807.0,0.0233,OWN,VENTURE,Y,1
21.0,642503.0,5,4663714,11.36,328.0,7.2587,MORTGAGE,HOMEIMPROVEMENT,N,1
28.0,4562903.0,24,596455,14.55,693.0,0.1307,MORTGAGE,PERSONAL,N,1
49.0,2485071.0,14,1302334,18.2,326.0,0.5241,OTHER,EDUCATION,N,0
59.0,2715820.0,3,4871786,14.48,766.0,1.7939,MORTGAGE,DEBTCONSOLIDATION,N,1
23.0,2650511.0,3,3330627,18.85,312.0,1.2566,OWN,MEDICAL,Y,0
52.0,4228813.0,29,2358688,17.78,853.0,0.5578,OWN,PERSONAL,N,1
,3646716.0,33,4005736,8.95,744.0,1.0985,RENT,PERSONAL,N,1
30.0,1094461.0,26,2653117,20.28,523.0,2.4241,MORTGAGE,PERSONAL,Y,0
39.0,1617256.0,30,4625743,19.25,762.0,2.8602,RENT,HOMEIMPROVEMENT,N,1
54.0,4499025.0,31,433030,18.15,320.0,0.0962,OWN,EDUCATION,N,1
53.0,4480972.0,38,2232814,9.64,686.0,0.4983,MORTGAGE,MEDICAL,N,1
43.0,428518.0,8,2583979,11.56,625.0,6.03,RENT,VENTURE,N,1
48.0,3561647.0,7,2543553,13.68,766.0,0.7142,OWN,MEDICAL,N,1
52.0,2855421.0,13,3231403,11.76,821.0,1.1317,RENT,MEDICAL,N,1
27.0,1514359.0,32,3984485,10.87,524.0,2.6311,MORTGAGE,DEBTCONSOLIDATION,N,1
49.0,1312586.0,22,2687636,20.69,774.0,2.0476,RENT,MEDICAL,N,1
28.0,4867776.0,20,2030779,17.85,757.0,0.4172,RENT,VENTURE,N,1
21.0,556884.0,11,3861207,16.61,512.0,6.9336,OWN,MEDICAL,Y,0
23.0,4603325.0,1,617612,10.84,780.0,0.1342,MORTGAGE,DEBTCONSOLIDATION,N,1
44.0,297032.0,12,4622581,22.61,,15.5626,OTHER,MEDICAL,Y,0
43.0,3438157.0,3,1532872,10.25,837.0,0.4458,OTHER,EDUCATION,N,1
28.0,4802124.0,19,876763,20.51,826.0,0.1826,RENT,DEBTCONSOLIDATION,Y,0
57.0,1512516.0,13,3319432,23.43,321.0,2.1946,OWN,EDUCATION,N,1
23.0,2525100.0,29,160424,19.36,644.0,0.0635,MORTGAGE,EDUCATION,N,1
53.0,,28,4772347,23.88,876.0,2.554,OWN,PERSONAL,N,1
48.0,2406356.0,7,2441284,18.07,320.0,1.0145,MORTGAGE,DEBTCONSOLIDATION,Y,0
28.0,1479785.0,11,834353,10.7,707.0,0.5638,OWN,MEDICAL,N,1
54.0,4449376.0,37,4656523,10.46,786.0,1.0466,OTHER,HOMEIMPROVEMENT,N,1
55.0,29116420.0,25,3629820,12.52,827.0,1.2467,OTHER,HOMEIMPROVEMENT,N,1
52.0,4433664.0,1,4403699,7.12,715.0,0.9932,OTHER,HOMEIMPROVEMENT,N,1
44.0,3533737.0,39,318293,18.59,571.0,0.0901,OWN,VENTURE,N,1
34.0,842353.0,13,2627876,11.57,504.0,3.1197,OWN,EDUCATION,Y,0
52.0,2908566.0,5,1637376,20.86,597.0,0.5629,RENT,EDUCATION,N,0
63.0,2478033.0,39,3610634,13.11,852.0,1.4571,OTHER,EDUCATION,N,1
36.0,1305933.0,30,3444062,15.16,407.0,2.6372,RENT,DEBTCONSOLIDATION,Y,0
24.0,1640309.0,16,2606279,23.42,451.0,1.5889,OWN,VENTURE,N,0
57.0,4551744.0,24,2417721,11.12,312.0,0.5312,MORTGAGE,MEDICAL,N,0
41.0,3455107.0,31,2741315,19.26,378.0,0.7934,OTHER,PERSONAL,Y,0
34.0,344152.0,11,2324341,19.84,853.0,6.7538,OTHER,DEBTCONSOLIDATION,Y,0
51.0,2078356.0,12,658552,10.76,468.0,0.3169,OTHER,EDUCATION,N,1
38.0,4947927.0,18,1238391,15.52,548.0,0.2503,OTHER,MEDICAL,Y,0
27.0,962744.0,24,4185375,12.95,420.0,4.3473,OTHER,HOMEIMPROVEMENT,N,1
30.0,3269812.0,30,4045876,20.12,686.0,1.2373,OWN,PERSONAL,N,1
27.0,3362713.0,36,1057697,17.58,738.0,0.3145,OTHER,HOMEIMPROVEMENT,Y,0
53.0,3950760.0,24,4405411,,571.0,1.1151,OTHER,MEDICAL,N,0
43.0,1125112.0,15,965181,20.25,599.0,0.8579,RENT,MEDICAL,N,1
41.0,4827482.0,37,3531654,11.0,772.0,0.7316,MORTGAGE,HOMEIMPROVEMENT,N,1
39.0,4183123.0,22,1379693,19.81,457.0,0.3298,OTHER,DEBTCONSOLIDATION,N,1
39.0,705839.0,13,428818,,526.0,0.6075,RENT,PERSONAL,Y,0
56.0,764101.0,5,1307325,21.94,720.0,1.7109,OWN,HOMEIMPROVEMENT,N,1
49.0,599813.0,24,2475254,20.32,323.0,4.1267,RENT,HOMEIMPROVEMENT,N,1
38.0,3996300.0,22,1044416,13.94,837.0,0.2613,OTHER,DEBTCONSOLIDATION,N,1
22.0,2028266.0,11,1389176,23.69,869.0,0.6849,RENT,HOMEIMPROVEMENT,N,1
21.0,701238.0,12,1869093,13.45,839.0,2.6654,RENT,PERSONAL,N,1
25.0,4761008.0,35,4137196,17.86,427.0,0.869,OWN,VENTURE,N,0
40.0,3793488.0,38,2392221,,393.0,0.6306,RENT,PERSONAL,N,1
,2231280.0,33,802047,23.67,720.0,0.3595,OWN,DEBTCONSOLIDATION,N,1
62.0,150215.0,5,3979243,18.97,571.0,26.4903,OWN,HOMEIMPROVEMENT,N,0
22.0,4712051.0,37,524004,19.81,783.0,0.1112,RENT,EDUCATION,Y,0
23.0,3045107.0,39,3004677,8.12,304.0,0.9867,OTHER,EDUCATION,N,0
43.0,3319562.0,7,29192,19.98,456.0,0.0088,MORTGAGE,MEDICAL,N,0
32.0,1167375.0,7,1896338,20.17,351.0,1.6244,RENT,VENTURE,N,0
40.0,422544.0,39,1287040,18.42,542.0,3.0459,RENT,DEBTCONSOLIDATION,N,0
25.0,684633.0,32,633521,11.96,719.0,0.9253,RENT,MEDICAL,N,1
57.0,2013907.0,33,3518438,15.32,724.0,1.7471,MORTGAGE,MEDICAL,N,1
58.0,964661.0,14,1379338,8.88,379.0,1.4299,MORTGAGE,EDUCATION,Y,0
50.0,2757421.0,35,4151543,15.02,653.0,1.5056,OWN,PERSONAL,N,1
29.0,1466303.0,34,4342925,11.15,592.0,2.9618,MORTGAGE,MEDICAL,N,0
54.0,1072401.0,21,914600,12.93,415.0,0.8529,MORTGAGE,MEDICAL,Y,0
64.0,4857926.0,22,2159646,9.76,828.0,0.4446,RENT,VENTURE,N,1
55.0,1270113.0,39,296102,10.91,779.0,0.2331,OWN,EDUCATION,N,1
42.0,1963353.0,21,1166536,8.3,587.0,0.5942,OTHER,PERSONAL,N,0
64.0,4742087.0,4,4167752,22.64,776.0,0.8789,OWN,VENTURE,N,1
44.0,4814759.0,30,532419,16.02,324.0,0.1106,MORTGAGE,PERSONAL,N,1
37.0,4576421.0,12,4635058,13.74,730.0,1.0128,MORTGAGE,PERSONAL,Y,1
30.0,3629664.0,27,2112985,16.1,577.0,0.5821,RENT,MEDICAL,N,1
50.0,3689172.0,19,1050397,17.68,616.0,0.2847,OTHER,VENTURE,N,1
43.0,4303514.0,32,3572330,22.67,657.0,0.8301,OTHER,MEDICAL,N,1
52.0,2808492.0,15,1306629,10.04,575.0,0.4652,OTHER,HOMEIMPROVEMENT,Y,0
,4795289.0,28,3125005,12.02,643.0,0.6517,MORTGAGE,PERSONAL,N,1
37.0,2293184.0,22,1157917,23.59,730.0,0.5049,MORTGAGE,VENTURE,Y,0
34.0,654910.0,23,3882866,13.31,858.0,5.9289,OWN,EDUCATION,N,1
29.0,3591558.0,33,2725680,7.38,862.0,0.7589,MORTGAGE,MEDICAL,N,1
60.0,773090.0,6,3001539,9.51,738.0,3.8825,OTHER,HOMEIMPROVEMENT,N,1
22.0,2179341.0,37,3364657,7.45,761.0,1.5439,OTHER,DEBTCONSOLIDATION,N,1
45.0,3167465.0,36,4374306,23.83,,1.381,OTHER,HOMEIMPROVEMENT,Y,0
59.0,2676915.0,3,2897657,11.74,730.0,1.0825,RENT,HOMEIMPROVEMENT,N,1
29.0,2552114.0,33,1862675,,320.0,0.7299,OWN,MEDICAL,Y,0
42.0,3629799.0,21,1062063,23.93,442.0,0.2926,OWN,EDUCATION,N,1
63.0,1919617.0,4,2889183,17.2,652.0,1.5051,MORTGAGE,VENTURE,N,1
24.0,2588761.0,22,2612562,7.56,764.0,1.0092,RENT,PERSONAL,N,1
46.0,2998039.0,14,1667971,8.39,767.0,0.5564,OWN,EDUCATION,Y,0
49.0,787509.0,30,2440327,15.19,812.0,3.0988,RENT,MEDICAL,N,1
54.0,2546629.0,8,1404937,13.9,763.0,0.5517,RENT,DEBTCONSOLIDATION,N,1
43.0,1030432.0,24,1335501,17.31,693.0,1.2961,MORTGAGE,VENTURE,N,1
57.0,616995.0,24,317311,14.46,357.0,0.5143,RENT,PERSONAL,Y,0
31.0,4972778.0,20,4984530,22.88,425.0,1.0024,OWN,DEBTCONSOLIDATION,N,0
26.0,4089625.0,8,3368538,16.09,760.0,0.8237,MORTGAGE,VENTURE,N,1
38.0,1779618.0,37,1864936,18.79,351.0,1.0479,OWN,PERSONAL,N,1
41.0,3524775.0,21,3363321,22.24,568.0,0.9542,RENT,PERSONAL,N,1
62.0,2340002.0,22,2408895,9.5,395.0,1.0294,RENT,HOMEIMPROVEMENT,N,1
56.0,3143349.0,3,3484376,10.91,572.0,1.1085,OTHER,DEBTCONSOLIDATION,N,1
61.0,1392522.0,28,4673438,8.82,622.0,3.3561,MORTGAGE,DEBTCONSOLIDATION,Y,0
58.0,2718101.0,14,4274991,9.37,872.0,1.5728,MORTGAGE,MEDICAL,N,1
54.0,1116325.0,0,2527172,15.71,432.0,2.2638,OTHER,EDUCATION,N,0
37.0,,29,4051282,12.46,,0.9767,OWN,HOMEIMPROVEMENT,Y,0
57.0,1447776.0,28,4891923,14.19,304.0,3.3789,OWN,HOMEIMPROVEMENT,N,0
45.0,2191215.0,19,2888237,23.7,656.0,1.3181,RENT,VENTURE,Y,0
58.0,1957317.0,32,4289531,9.66,642.0,2.1915,MORTGAGE,DEBTCONSOLIDATION,N,0
32.0,3852590.0,35,107556,16.19,503.0,0.0279,RENT,PERSONAL,N,1
43.0,3922088.0,21,4772152,8.68,872.0,1.2167,OTHER,PERSONAL,N,1
62.0,,12,299400,12.41,770.0,0.1833,RENT,VENTURE,Y,1
42.0,4036613.0,6,4318783,15.97,763.0,1.0699,OWN,DEBTCONSOLIDATION,Y,0
41.0,4160442.0,7,3213157,,796.0,0.7723,OWN,MEDICAL,N,1
47.0,4454083.0,27,930638,13.65,,0.2089,OTHER,PERSONAL,N,1
51.0,3454860.0,8,1824931,8.1,855.0,0.5282,OWN,HOMEIMPROVEMENT,N,1
26.0,4796386.0,24,2674639,13.6,538.0,0.5576,OTHER,HOMEIMPROVEMENT,N,1
47.0,484248.0,15,4805684,9.48,839.0,9.924,MORTGAGE,DEBTCONSOLIDATION,N,1
60.0,811440.0,9,397069,10.91,497.0,0.4893,OTHER,PERSONAL,N,1
54.0,1343502.0,10,4893486,17.51,329.0,3.6423,OTHER,PERSONAL,Y,0
32.0,3479782.0,30,1865121,8.15,508.0,0.536,OTHER,MEDICAL,N,1
27.0,904981.0,11,728954,14.9,362.0,0.8055,OWN,DEBTCONSOLIDATION,N,0
30.0,531325.0,30,2287651,17.36,356.0,4.3056,MORTGAGE,PERSONAL,N,1
37.0,963526.0,13,484833,14.17,732.0,0.5032,RENT,MEDICAL,N,1
46.0,1113544.0,31,4019978,7.33,607.0,3.6101,MORTGAGE,HOMEIMPROVEMENT,N,0
41.0,2576062.0,16,4120891,23.75,874.0,1.5997,OWN,MEDICAL,N,1
48.0,755751.0,34,1992369,13.24,765.0,2.6363,MORTGAGE,PERSONAL,Y,0
22.0,1888614.0,0,3671632,20.24,406.0,1.9441,MORTGAGE,EDUCATION,N,0
63.0,3582338.0,28,237894,12.54,899.0,0.0664,OTHER,DEBTCONSOLIDATION,Y,1
21.0,623656.0,3,1071449,15.08,600.0,1.718,OTHER,PERSONAL,N,0
56.0,1108379.0,22,2232964,13.6,345.0,2.0146,OWN,EDUCATION,N,1
46.0,4961889.0,27,2975632,12.82,376.0,0.5997,OTHER,HOMEIMPROVEMENT,Y,0
49.0,3051884.0,15,4167695,7.37,468.0,1.3656,OWN,DEBTCONSOLIDATION,N,0
41.0,4177187.0,11,2654901,13.12,428.0,0.6356,RENT,VENTURE,N,0
31.0,156464.0,20,2521078,22.12,567.0,16.1128,MORTGAGE,DEBTCONSOLIDATION,N,0
60.0,1739426.0,16,4217752,18.74,899.0,2.4248,RENT,HOMEIMPROVEMENT,Y,0
31.0,3875530.0,39,2704598,9.47,884.0,0.6979,RENT,HOMEIMPROVEMENT,N,1
56.0,1311140.0,12,509600,17.05,718.0,0.3887,MORTGAGE,HOMEIMPROVEMENT,N,1
59.0,1568767.0,31,3616882,22.17,460.0,2.3056,OTHER,MEDICAL,N,0
60.0,3763163.0,36,978303,18.9,357.0,0.26,RENT,HOMEIMPROVEMENT,Y,0
55.0,2804074.0,14,2077940,9.53,683.0,0.741,MORTGAGE,VENTURE,Y,0
54.0,1985068.0,11,3380803,21.75,809.0,1.7031,RENT,PERSONAL,N,1
44.0,1994277.0,14,4269774,12.13,729.0,2.141,RENT,EDUCATION,N,1
42.0,415039.0,33,1603603,14.72,639.0,3.8637,MORTGAGE,DEBTCONSOLIDATION,N,0
25.0,1541579.0,5,1378906,15.94,877.0,0.8945,OTHER,DEBTCONSOLIDATION,N,1
53.0,2226259.0,16,2133699,21.46,325.0,0.9584,OWN,HOMEIMPROVEMENT,N,0
56.0,2351279.0,19,1930831,22.84,888.0,0.8212,MORTGAGE,EDUCATION,N,1
40.0,4440730.0,8,2813943,22.8,671.0,0.6337,OWN,HOMEIMPROVEMENT,N,1
39.0,3196672.0,4,952980,7.14,335.0,0.2981,MORTGAGE,MEDICAL,N,1
55.0,1210538.0,22,807118,22.67,830.0,0.6667,MORTGAGE,EDUCATION,Y,0
63.0,1546102.0,32,4352912,7.92,566.0,2.8154,OWN,HOMEIMPROVEMENT,Y,0
,154011.0,37,1893224,11.52,731.0,12.2928,OWN,HOMEIMPROVEMENT,N,1
63.0,2114724.0,13,3701689,15.75,318.0,1.7504,OTHER,VENTURE,N,0
54.0,4364086.0,16,2248591,15.16,638.0,0.5152,MORTGAGE,VENTURE,N,1
